Year,Agency Type,Agency Name,Total Hate Crime Cases Referred,Total Cases Filed as Hate Crimes,Total Cases Filed as Non-Bias Motivated Crimes,Total Dispositions,Not Convicted,Total Convictions,Total Hate Crime Convictions,Guilty plea/Nolo contendere,Trial Verdict,All Other Convictions
2014,County DA,Mendocino,3,2,1,1,0,1,1,1,0,0
2014,County DA,Merced,0,0,0,0,0,0,0,0,0,0
2014,County DA,Modoc,0,0,0,0,0,0,0,0,0,0
2014,County DA,Mono,0,0,0,0,0,0,0,0,0,0
2014,County DA,Monterey,4,4,0,3,1,2,2,2,0,0
2014,County DA,Napa,1,0,0,0,0,0,0,0,0,0
2014,County DA,Nevada,0,0,0,0,0,0,0,0,0,0
2014,County DA,Orange,12,8,1,3,0,3,3,3,0,0
2014,County DA,Placer,3,1,1,0,0,0,0,0,0,0
2014,County DA,Plumas,0,0,0,0,0,0,0,0,0,0
2014,County DA,Riverside,14,5,8,2,1,1,1,1,0,0
2014,County DA,Sacramento,3,0,3,1,0,1,1,0,1,0
2014,County DA,San Benito,0,0,0,0,0,0,0,0,0,0
2014,County DA,San Bernardino,6,1,5,5,0,5,0,0,0,5
2014,County DA,San Diego,13,12,1,12,0,12,4,4,0,8
2014,County DA,San Francisco,13,6,2,5,0,5,2,2,0,3
2014,County DA,San Joaquin,6,1,0,1,0,1,1,1,0,0
2014,County DA,San Luis Obispo,1,1,0,0,0,0,0,0,0,0
2014,County DA,San Mateo,4,3,0,3,0,3,2,2,0,1
2014,County DA,Santa Barbara,2,0,2,0,0,0,0,0,0,0
2014,County DA,Santa Clara,7,4,1,3,1,2,1,1,0,1
2014,County DA,Santa Cruz,7,2,2,4,3,1,1,1,0,0
2014,County DA,Shasta,3,4,0,0,0,0,0,0,0,0
2014,County DA,Sierra,0,0,0,0,0,0,0,0,0,0
2014,County DA,Siskiyou,0,0,0,0,0,0,0,0,0,0
2014,County DA,Solano,1,1,0,1,0,1,0,0,0,1
2014,County DA,Sonoma,4,1,1,2,1,1,0,0,0,1
2014,County DA,Stanislaus,3,0,0,0,0,0,0,0,0,0
2014,County DA,Sutter,1,0,1,0,0,0,0,0,0,0
2014,County DA,Tehama,0,0,0,0,0,0,0,0,0,0
2014,County DA,Trinity,0,0,0,0,0,0,0,0,0,0
2014,County DA,Tulare,1,1,0,0,0,0,0,0,0,0
2014,County DA,Tuolumne,0,0,0,0,0,0,0,0,0,0
2014,County DA,Ventura,5,1,0,1,0,1,1,1,0,0
2014,County DA,Yolo,6,1,3,4,2,2,1,1,0,1
2014,County DA,Yuba,4,3,0,2,0,2,1,1,0,1
2014,Elected City Attorney,Chula Vista,0,0,0,0,0,0,0,0,0,0
2014,Elected City Attorney,Compton,0,0,0,0,0,0,0,0,0,0
2014,Elected City Attorney,Huntington Beach,0,0,0,0,0,0,0,0,0,0
2014,Elected City Attorney,Long Beach,1,1,0,1,0,1,1,1,0,0
2014,Elected City Attorney,Los Angeles,15,4,6,3,0,3,2,1,1,1
2014,Elected City Attorney,Oakland,0,0,0,0,0,0,0,0,0,0
2014,Elected City Attorney,Redondo Beach,1,0,1,1,0,1,0,0,0,1
2014,Elected City Attorney,San Bernardino,0,0,0,0,0,0,0,0,0,0
2014,Elected City Attorney,San Diego,7,4,2,2,0,2,1,1,0,1
2014,Elected City Attorney,San Francisco,0,0,0,0,0,0,0,0,0,0
2014,Elected City Attorney,San Rafael,0,0,0,0,0,0,0,0,0,0
2015,County DA,Alameda,4,4,0,2,0,2,0,0,0,2
2015,County DA,Alpine,,,,0,,0,0,,,
2015,County DA,Amador,1,1,0,0,0,0,0,0,0,0
2015,County DA,Butte,,,,0,,0,0,,,
2015,County DA,Calaveras,,,,0,,0,0,,,
2015,County DA,Colusa,,,,0,,0,0,,,
2015,County DA,Contra Costa,6,9,0,6,1,5,0,0,0,5
2015,County DA,Del Norte,,,,0,,0,0,,,
2015,County DA,El Dorado,,,,0,,0,0,,,
2015,County DA,Fresno,2,2,0,2,0,2,2,2,0,0
2015,County DA,Glenn,,,,0,,0,0,,,
2015,County DA,Humboldt,2,1,1,1,0,1,0,0,0,1
2015,County DA,Imperial,,,,0,,0,0,,,
2015,County DA,Inyo,2,1,1,4,0,4,2,2,0,2
2015,County DA,Kern,2,0,0,0,0,0,0,0,0,0
2015,County DA,Kings,4,2,1,3,0,3,2,2,0,1
2015,County DA,Lake,4,1,3,0,0,0,0,0,0,0
2015,County DA,Lassen,3,0,2,2,0,2,0,0,0,2
2015,County DA,Los Angeles,68,47,1,30,12,18,9,9,0,9
2015,County DA,Madera,,,,0,,0,0,,,
2015,County DA,Marin,1,0,0,1,0,1,1,0,1,0
2015,County DA,Mariposa,,,,0,,0,0,,,
2015,County DA,Mendocino,1,0,1,0,0,0,0,0,0,0
2015,County DA,Merced,,,,0,,0,0,,,
2015,County DA,Modoc,,,,0,,0,0,,,
2015,County DA,Mono,,,,0,,0,0,,,
2015,County DA,Monterey,4,3,1,3,0,3,0,0,0,3
2015,County DA,Napa,,,,0,,0,0,,,
2015,County DA,Nevada,2,1,0,0,0,0,0,0,0,0
2015,County DA,Orange,22,12,7,6,0,6,6,5,1,0
2015,County DA,Placer,4,0,2,0,0,0,0,0,0,0
2015,County DA,Plumas,,,,0,,0,0,,,
2015,County DA,Riverside,18,23,3,12,0,12,6,6,0,6
2015,County DA,Sacramento,10,7,3,5,0,5,3,3,0,2
2015,County DA,San Benito,,,,0,,0,0,,,
2015,County DA,San Bernardino,5,5,0,5,0,5,1,1,0,4
2015,County DA,San Diego,22,22,0,22,0,22,14,14,0,8
2015,County DA,San Francisco,18,12,0,8,2,6,3,2,1,3
2015,County DA,San Joaquin,8,8,0,2,0,2,1,1,0,1
2015,County DA,San Luis Obispo,3,2,1,0,0,0,0,0,0,0
2015,County DA,San Mateo,2,0,0,0,0,0,0,0,0,0
2015,County DA,Santa Barbara,0,0,0,1,0,1,1,1,0,0
2015,County DA,Santa Clara,4,3,0,2,0,2,0,0,0,2
2015,County DA,Santa Cruz,2,2,0,1,0,1,1,1,0,0
2015,County DA,Shasta,2,2,0,2,2,0,0,0,0,0
2015,County DA,Sierra,,,,0,,0,0,,,
2015,County DA,Siskiyou,,,,0,,0,0,,,
2015,County DA,Solano,1,1,0,0,0,0,0,0,0,0
2015,County DA,Sonoma,,,,0,,0,0,,,
2015,County DA,Stanislaus,2,1,0,1,0,1,1,1,0,0
2015,County DA,Sutter,,,,0,,0,0,,,
2015,County DA,Tehama,,,,0,,0,0,,,
2015,County DA,Trinity,,,,0,,0,0,,,
2015,County DA,Tulare,,,,0,,0,0,,,
2015,County DA,Tuolumne,1,0,0,0,0,0,0,0,0,0
2015,County DA,Ventura,7,5,3,3,1,2,1,0,1,1
2015,County DA,Yolo,1,1,0,1,0,1,0,0,0,1
2015,County DA,Yuba,3,3,0,3,1,2,1,1,0,1
2015,Elected City Attorney,Chula Vista,,,,0,,0,0,,,
2015,Elected City Attorney,Compton,,,,0,,0,0,,,
2015,Elected City Attorney,Huntington Beach,,,,0,,0,0,,,
2015,Elected City Attorney,Long Beach,3,4,0,4,0,4,2,2,0,2
2015,Elected City Attorney,Los Angeles,31,2,10,3,0,3,1,1,0,2
2015,Elected City Attorney,Oakland,,,,0,,0,0,,,
2015,Elected City Attorney,Redondo Beach,,,,0,,0,0,,,
2015,Elected City Attorney,San Bernardino,,,,0,,0,0,,,
2015,Elected City Attorney,San Diego,10,2,0,3,0,3,1,1,0,2
2015,Elected City Attorney,San Francisco,,,,0,,0,0,,,
2015,Elected City Attorney,San Rafael,,,,0,,0,0,,,
2016,County DA,Alameda,14,15,0,6,2,4,1,1,0,3
2016,County DA,Alpine,,,,0,,0,0,,,
2016,County DA,Amador,,,,0,,0,0,,,
2016,County DA,Butte,4,3,0,0,0,0,0,0,0,0
2016,County DA,Calaveras,,,,0,,0,0,,,
2016,County DA,Colusa,,,,0,,0,0,,,
2016,County DA,Contra Costa,7,8,0,7,2,5,2,2,0,3
2016,County DA,Del Norte,,,,0,,0,0,,,
2016,County DA,El Dorado,3,1,1,1,0,1,0,0,0,1
2016,County DA,Fresno,3,1,1,1,0,1,1,0,1,0
2016,County DA,Glenn,,,,0,,0,0,,,
2016,County DA,Humboldt,2,1,0,0,0,0,0,0,0,0
2016,County DA,Imperial,,,,0,,0,0,,,
2016,County DA,Inyo,2,2,0,2,0,2,0,0,0,2
2016,County DA,Kern,3,3,0,3,0,3,2,2,0,1
2016,County DA,Kings,2,2,0,1,0,1,1,1,0,0
2016,County DA,Lake,,,,0,,0,0,,,
2016,County DA,Lassen,,,,0,,0,0,,,
2016,County DA,Los Angeles,83,43,0,21,10,11,6,5,1,5
2016,County DA,Madera,,,,0,,0,0,,,
2016,County DA,Marin,3,1,1,1,1,0,0,0,0,0
2016,County DA,Mariposa,1,0,0,0,0,0,0,0,0,0
2016,County DA,Mendocino,8,6,0,5,2,3,1,1,0,2
2016,County DA,Merced,,,,0,,0,0,,,
2016,County DA,Modoc,,,,0,,0,0,,,
2016,County DA,Mono,,,,0,,0,0,,,
2016,County DA,Monterey,1,0,1,0,0,0,0,0,0,0
2016,County DA,Napa,,,,0,,0,0,,,
2016,County DA,Nevada,,,,0,,0,0,,,
2016,County DA,Orange,12,6,5,5,1,4,4,4,0,0
2016,County DA,Placer,3,1,1,0,0,0,0,0,0,0
2016,County DA,Plumas,,,,0,,0,0,,,
2016,County DA,Riverside,7,11,5,10,0,10,9,8,1,1
2016,County DA,Sacramento,8,1,5,8,0,8,2,1,1,6
2016,County DA,San Benito,,,,0,,0,0,,,
2016,County DA,San Bernardino,9,3,0,3,1,2,1,1,0,1
2016,County DA,San Diego,14,14,0,17,1,16,9,8,1,7
2016,County DA,San Francisco,28,14,7,4,2,2,0,0,0,2
2016,County DA,San Joaquin,2,2,0,2,0,2,2,2,0,0
2016,County DA,San Luis Obispo,,,,0,,0,0,,,
2016,County DA,San Mateo,2,2,0,1,0,1,1,1,0,0
2016,County DA,Santa Barbara,7,6,1,4,0,4,2,2,0,2
2016,County DA,Santa Clara,4,2,0,1,0,1,1,1,0,0
2016,County DA,Santa Cruz,7,1,4,3,0,3,3,3,0,0
2016,County DA,Shasta,7,2,2,1,0,1,0,0,0,1
2016,County DA,Sierra,,,,0,,0,0,,,
2016,County DA,Siskiyou,,,,0,,0,0,,,
2016,County DA,Solano,,,,0,,0,0,,,
2016,County DA,Sonoma,,,,0,,0,0,,,
2016,County DA,Stanislaus,1,0,0,0,0,0,0,0,0,0
2016,County DA,Sutter,,,,0,,0,0,,,
2016,County DA,Tehama,,,,0,,0,0,,,
2016,County DA,Trinity,,,,0,,0,0,,,
2016,County DA,Tulare,5,1,2,0,0,0,0,0,0,0
2016,County DA,Tuolumne,,,,0,,0,0,,,
2016,County DA,Ventura,8,6,1,1,0,1,1,1,0,0
2016,County DA,Yolo,11,3,6,1,0,1,0,0,0,1
2016,County DA,Yuba,1,1,0,1,0,1,1,1,0,0
2016,Elected City Attorney,Chula Vista,,,,0,,0,0,,,
2016,Elected City Attorney,Compton,,,,0,,0,0,,,
2016,Elected City Attorney,Huntington Beach,,,,0,,0,0,,,
2016,Elected City Attorney,Long Beach,4,4,0,3,0,3,0,0,0,3
2016,Elected City Attorney,Los Angeles,27,4,4,3,0,3,0,0,0,3
2016,Elected City Attorney,Oakland,,,,0,,0,0,,,
2016,Elected City Attorney,Redondo Beach,,,,0,,0,0,,,
2016,Elected City Attorney,San Bernardino,,,,0,,0,0,,,
2016,Elected City Attorney,San Diego,3,2,0,2,0,2,1,1,0,1
2016,Elected City Attorney,San Francisco,,,,0,,0,0,,,
2016,Elected City Attorney,San Rafael,1,1,0,0,0,0,0,0,0,0
2017,County DA,Alameda,61,12,0,10,1,9,2,2,0,7
2017,County DA,Alpine,,,,0,,0,0,,,
2017,County DA,Amador,,,,0,,0,0,,,
2017,County DA,Butte,1,2,0,0,0,0,0,0,0,0
2017,County DA,Calaveras,,,,0,,0,0,,,
2017,County DA,Colusa,,,,0,,0,0,,,
2017,County DA,Contra Costa,5,0,2,3,0,3,1,1,0,2
2017,County DA,Del Norte,,,,0,,0,0,,,
2017,County DA,El Dorado,3,1,1,0,0,0,0,0,0,0
2017,County DA,Fresno,4,8,2,4,0,4,3,3,0,1
2017,County DA,Glenn,2,2,0,2,0,2,0,0,0,2
2017,County DA,Humboldt,7,5,1,0,0,0,0,0,0,0
2017,County DA,Imperial,,,,0,,0,0,,,
2017,County DA,Inyo,,,,0,,0,0,,,
2017,County DA,Kern,6,6,0,3,0,3,2,2,0,1
2017,County DA,Kings,,,,0,,0,0,,,
2017,County DA,Lake,1,2,0,1,0,1,1,1,0,0
2017,County DA,Lassen,,,,0,,0,0,,,
2017,County DA,Los Angeles,84,50,13,16,0,16,16,16,0,0
2017,County DA,Madera,,,,0,,0,0,,,
2017,County DA,Marin,3,1,1,0,0,0,0,0,0,0
2017,County DA,Mariposa,,,,0,,0,0,,,
2017,County DA,Mendocino,6,1,0,2,0,2,1,1,0,1
2017,County DA,Merced,,,,0,,0,0,,,
2017,County DA,Modoc,,,,0,,0,0,,,
2017,County DA,Mono,,,,0,,0,0,,,
2017,County DA,Monterey,1,0,1,0,0,0,0,0,0,0
2017,County DA,Napa,,,,0,,0,0,,,
2017,County DA,Nevada,,,,0,,0,0,,,
2017,County DA,Orange,17,8,7,19,1,18,9,9,0,9
2017,County DA,Placer,6,1,1,0,0,0,0,0,0,0
2017,County DA,Plumas,1,1,0,0,0,0,0,0,0,0
2017,County DA,Riverside,11,8,0,9,0,9,5,5,0,4
2017,County DA,Sacramento,7,0,4,0,0,0,0,0,0,0
2017,County DA,San Benito,,,,0,,0,0,,,
2017,County DA,San Bernardino,6,6,0,6,2,4,2,2,0,2
2017,County DA,San Diego,25,13,4,13,0,13,5,5,0,8
2017,County DA,San Francisco,23,27,4,14,3,11,2,1,1,9
2017,County DA,San Joaquin,1,1,0,1,0,1,1,1,0,0
2017,County DA,San Luis Obispo,3,3,0,1,0,1,1,1,0,0
2017,County DA,San Mateo,5,4,1,0,0,0,0,0,0,0
2017,County DA,Santa Barbara,,,,0,,0,0,,,
2017,County DA,Santa Clara,5,3,1,1,0,1,1,1,0,0
2017,County DA,Santa Cruz,10,3,7,2,1,1,1,1,0,0
2017,County DA,Shasta,9,4,3,3,2,1,0,0,0,1
2017,County DA,Sierra,,,,0,,0,0,,,
2017,County DA,Siskiyou,,,,0,,0,0,,,
2017,County DA,Solano,2,2,0,1,0,1,1,1,0,0
2017,County DA,Sonoma,1,1,0,0,0,0,0,0,0,0
2017,County DA,Stanislaus,1,0,0,0,0,0,0,0,0,0
2017,County DA,Sutter,,,,0,,0,0,,,
2017,County DA,Tehama,,,,0,,0,0,,,
2017,County DA,Trinity,,,,0,,0,0,,,
2017,County DA,Tulare,,,,0,,0,0,,,
2017,County DA,Tuolumne,,,,0,,0,0,,,
2017,County DA,Ventura,4,5,0,2,0,2,2,1,1,0
2017,County DA,Yolo,5,3,2,3,0,3,3,3,0,0
2017,County DA,Yuba,3,3,0,1,0,1,1,1,0,0
2017,Elected City Attorney,Chula Vista,,,,0,,0,0,,,
2017,Elected City Attorney,Compton,,,,0,,0,0,,,
2017,Elected City Attorney,Huntington Beach,,,,0,,0,0,,,
2017,Elected City Attorney,Long Beach,2,2,0,0,0,0,0,0,0,0
2017,Elected City Attorney,Los Angeles,44,2,19,2,0,2,2,2,0,0
2017,Elected City Attorney,Oakland,,,,0,,0,0,,,
2017,Elected City Attorney,Redondo Beach,1,1,0,1,1,0,0,0,0,0
2017,Elected City Attorney,San Bernardino,,,,0,,0,0,,,
2017,Elected City Attorney,San Diego,7,4,2,4,0,4,3,3,0,1
2017,Elected City Attorney,San Francisco,,,,0,,0,0,,,
2017,Elected City Attorney,San Rafael,,,,0,,0,0,,,
2018,County DA,Alameda,6,4,0,6,1,5,1,1,0,4
2018,County DA,Alpine,0,0,0,0,0,0,0,0,0,0
2018,County DA,Amador,1,1,0,1,0,1,1,1,0,0
2018,County DA,Butte,2,2,0,1,0,1,1,1,0,0
2018,County DA,Calaveras,0,0,0,0,0,0,0,0,0,0
2018,County DA,Colusa,0,0,0,0,0,0,0,0,0,0
2018,County DA,Contra Costa,4,3,0,2,1,1,1,1,0,0
2018,County DA,Del Norte,0,0,0,0,0,0,0,0,0,0
2018,County DA,El Dorado,1,0,0,0,0,0,0,0,0,0
2018,County DA,Fresno,2,1,1,1,0,1,1,1,0,0
2018,County DA,Glenn,0,0,0,0,0,0,0,0,0,0
2018,County DA,Humboldt,2,1,0,0,0,0,0,0,0,0
2018,County DA,Imperial,0,0,0,0,0,0,0,0,0,0
2018,County DA,Inyo,0,0,0,0,0,0,0,0,0,0
2018,County DA,Kern,3,3,2,3,0,3,0,0,0,3
2018,County DA,Kings,1,1,0,0,0,0,0,0,0,0
2018,County DA,Lake,1,1,1,1,1,0,0,0,0,0
2018,County DA,Lassen,0,0,0,0,0,0,0,0,0,0
2018,County DA,Los Angeles,102,72,0,14,0,14,14,13,1,0
2018,County DA,Madera,0,0,0,0,0,0,0,0,0,0
2018,County DA,Marin,1,3,0,2,0,2,2,2,0,0
2018,County DA,Mariposa,0,0,0,0,0,0,0,0,0,0
2018,County DA,Mendocino,0,0,0,0,0,0,0,0,0,0
2018,County DA,Merced,1,0,0,0,0,0,0,0,0,0
2018,County DA,Modoc,0,0,0,0,0,0,0,0,0,0
2018,County DA,Mono,0,0,0,0,0,0,0,0,0,0
2018,County DA,Monterey,4,3,0,0,0,0,0,0,0,0
2018,County DA,Napa,0,0,0,0,0,0,0,0,0,0
2018,County DA,Nevada,0,0,0,0,0,0,0,0,0,0
2018,County DA,Orange,32,15,10,9,0,9,9,9,0,0
2018,County DA,Placer,4,0,1,0,0,0,0,0,0,0
2018,County DA,Plumas,0,0,0,0,0,0,0,0,0,0
2018,County DA,Riverside,22,11,6,10,0,10,5,3,2,5
2018,County DA,Sacramento,13,8,4,4,0,4,4,4,0,0
2018,County DA,San Benito,0,0,0,0,0,0,0,0,0,0
2018,County DA,San Bernardino,2,2,0,4,0,4,2,2,0,2
2018,County DA,San Diego,51,30,15,21,0,21,14,14,0,7
2018,County DA,San Francisco,29,23,1,3,0,3,1,0,1,2
2018,County DA,San Joaquin,4,4,0,2,0,2,0,0,0,2
2018,County DA,San Luis Obispo,11,11,0,3,0,3,3,3,0,0
2018,County DA,San Mateo,6,4,0,2,0,2,0,0,0,2
2018,County DA,Santa Barbara,2,2,0,1,0,1,1,1,0,0
2018,County DA,Santa Clara,25,5,7,3,0,3,2,2,0,1
2018,County DA,Santa Cruz,10,5,3,1,0,1,0,0,0,1
2018,County DA,Shasta,6,1,4,1,0,1,0,0,0,1
2018,County DA,Sierra,0,0,0,0,0,0,0,0,0,0
2018,County DA,Siskiyou,0,0,0,0,0,0,0,0,0,0
2018,County DA,Solano,2,0,0,0,0,0,0,0,0,0
2018,County DA,Sonoma,3,0,3,0,0,0,0,0,0,0
2018,County DA,Stanislaus,0,0,0,0,0,0,0,0,0,0
2018,County DA,Sutter,0,0,0,0,0,0,0,0,0,0
2018,County DA,Tehama,0,0,0,0,0,0,0,0,0,0
2018,County DA,Trinity,0,0,0,0,0,0,0,0,0,0
2018,County DA,Tulare,2,0,1,0,0,0,0,0,0,0
2018,County DA,Tuolumne,0,0,0,0,0,0,0,0,0,0
2018,County DA,Ventura,15,4,9,3,0,3,2,1,1,1
2018,County DA,Yolo,7,1,6,1,0,1,0,0,0,1
2018,County DA,Yuba,0,0,0,0,0,0,0,0,0,0
2018,Elected City Attorney,Chula Vista,0,0,0,0,0,0,0,0,0,0
2018,Elected City Attorney,Compton,0,0,0,0,0,0,0,0,0,0
2018,Elected City Attorney,Huntington Beach,0,0,0,0,0,0,0,0,0,0
2018,Elected City Attorney,Long Beach,0,0,0,0,0,0,0,0,0,0
2018,Elected City Attorney,Los Angeles,37,2,11,2,0,2,1,1,0,1
2018,Elected City Attorney,Oakland,0,0,0,0,0,0,0,0,0,0
2018,Elected City Attorney,Redondo Beach,0,0,0,0,0,0,0,0,0,0
2018,Elected City Attorney,San Bernardino,0,0,0,0,0,0,0,0,0,0
2018,Elected City Attorney,San Diego,11,5,1,2,0,2,2,2,0,0
2018,Elected City Attorney,San Francisco,0,0,0,0,0,0,0,0,0,0
2018,Elected City Attorney,San Rafael,0,0,0,0,0,0,0,0,0,0
2019,County DA,Alameda,7,6,0,6,0,6,1,1,0,5
2019,County DA,Alpine,0,0,0,0,0,0,0,0,0,0
2019,County DA,Amador,0,0,0,0,0,0,0,0,0,0
2019,County DA,Butte,2,0,0,0,0,0,0,0,0,0
2019,County DA,Calaveras,1,1,0,1,1,0,0,0,0,0
2019,County DA,Colusa,0,0,0,0,0,0,0,0,0,0
2019,County DA,ContraCosta,8,5,1,5,2,3,1,1,0,2
2019,County DA,DelNorte,0,0,0,0,0,0,0,0,0,0
2019,County DA,ElDorado,1,0,0,0,0,0,0,0,0,0
2019,County DA,Fresno,0,0,0,0,0,0,0,0,0,0
2019,County DA,Glenn,0,0,0,0,0,0,0,0,0,0
2019,County DA,Humboldt,3,1,1,1,0,1,1,1,0,0
2019,County DA,Imperial,0,0,0,0,0,0,0,0,0,0
2019,County DA,Inyo,0,0,0,0,0,0,0,0,0,0
2019,County DA,Kern,5,3,0,3,0,3,0,0,0,3
2019,County DA,Kings,0,0,0,0,0,0,0,0,0,0
2019,County DA,Lake,3,2,1,2,1,1,1,1,0,0
2019,County DA,Lassen,0,0,0,0,0,0,0,0,0,0
2019,County DA,LosAngeles,64,62,0,62,2,60,17,16,1,43
2019,County DA,Madera,0,0,0,0,0,0,0,0,0,0
2019,County DA,Marin,4,3,3,3,2,1,0,0,0,1
2019,County DA,Mariposa,0,0,0,0,0,0,0,0,0,0
2019,County DA,Mendocino,3,1,0,1,0,1,0,0,0,1
2019,County DA,Merced,0,0,0,0,0,0,0,0,0,0
2019,County DA,Modoc,0,0,0,0,0,0,0,0,0,0
2019,County DA,Mono,0,0,0,0,0,0,0,0,0,0
2019,County DA,Monterey,6,2,0,2,0,2,2,2,0,0
2019,County DA,Napa,0,0,0,0,0,0,0,0,0,0
2019,County DA,Nevada,0,0,0,0,0,0,0,0,0,0
2019,County DA,Orange,30,14,6,14,0,14,13,12,1,1
2019,County DA,Placer,0,2,0,2,0,2,2,2,0,0
2019,County DA,Plumas,0,0,0,0,0,0,0,0,0,0
2019,County DA,Riverside,17,5,3,5,0,5,2,2,0,3
2019,County DA,Sacramento,9,1,1,1,0,1,1,1,0,0
2019,County DA,SanBenito,0,0,0,0,0,0,0,0,0,0
2019,County DA,SanBernardino,2,0,0,0,0,0,0,0,0,0
2019,County DA,SanDiego,66,30,16,21,1,20,13,13,0,7
2019,County DA,SanFrancisco,24,16,2,6,1,5,5,4,1,0
2019,County DA,SanJoaquin,4,4,0,1,0,1,1,1,0,0
2019,County DA,SanLuisObispo,8,3,6,3,0,3,1,1,0,2
2019,County DA,SanMateo,3,2,0,2,0,2,2,2,0,0
2019,County DA,SantaBarbara,7,3,1,0,0,0,0,0,0,0
2019,County DA,SantaClara,16,2,11,2,0,2,2,2,0,0
2019,County DA,SantaCruz,6,6,2,6,0,6,3,3,0,3
2019,County DA,Shasta,14,8,4,5,0,5,3,3,0,2
2019,County DA,Sierra,0,0,0,0,0,0,0,0,0,0
2019,County DA,Siskiyou,0,0,0,0,0,0,0,0,0,0
2019,County DA,Solano,0,0,0,0,0,0,0,0,0,0
2019,County DA,Sonoma,0,0,0,0,0,0,0,0,0,0
2019,County DA,Stanislaus,0,0,0,0,0,0,0,0,0,0
2019,County DA,Sutter,0,0,0,0,0,0,0,0,0,0
2019,County DA,Tehama,0,0,0,0,0,0,0,0,0,0
2019,County DA,Trinity,0,0,0,0,0,0,0,0,0,0
2019,County DA,Tulare,4,0,0,0,0,0,0,0,0,0
2019,County DA,Tuolumne,1,1,0,1,0,1,0,0,0,1
2019,County DA,Ventura,6,2,3,2,0,2,2,2,0,0
2019,County DA,Yolo,3,0,2,0,0,0,0,0,0,0
2019,County DA,Yuba,0,0,0,0,0,0,0,0,0,0
2019,Elected City Attorney,  Chula Vista,0,0,0,0,0,0,0,0,0,0
2019,Elected City Attorney,  Compton,0,0,0,0,0,0,0,0,0,0
2019,Elected City Attorney,  Huntington Beach,0,0,0,0,0,0,0,0,0,0
2019,Elected City Attorney,  Long Beach,4,4,0,4,0,4,4,4,0,0
2019,Elected City Attorney,  Los Angeles,47,3,23,2,0,2,2,1,1,0
2019,Elected City Attorney,  Oakland,0,0,0,0,0,0,0,0,0,0
2019,Elected City Attorney,  Redondo Beach,0,0,0,0,0,0,0,0,0,0
2019,Elected City Attorney,  San Bernardino,0,0,0,0,0,0,0,0,0,0
2019,Elected City Attorney,  San Diego,8,3,2,3,0,3,3,3,0,0
2019,Elected City Attorney,  San Francisco,0,0,0,0,0,0,0,0,0,0
2019,Elected City Attorney,  San Rafael,6,5,0,0,0,0,0,0,0,0
2020,County DA,Alameda,15,10,2,1,0,1,0,0,0,1
2020,County DA,Alpine,0,0,0,0,0,0,0,0,0,0
2020,County DA,Amador,0,0,0,0,0,0,0,0,0,0
2020,County DA,Butte,4,2,2,2,0,2,2,2,0,0
2020,County DA,Calaveras,0,0,0,0,0,0,0,0,0,0
2020,County DA,Colusa,0,0,0,0,0,0,0,0,0,0
2020,County DA,Contra Costa,16,6,3,5,1,4,2,2,0,2
2020,County DA,Del Norte,0,0,0,0,0,0,0,0,0,0
2020,County DA,El Dorado,3,1,0,1,0,1,1,1,0,0
2020,County DA,Fresno,2,2,0,0,0,0,0,0,0,0
2020,County DA,Glenn,0,0,0,0,0,0,0,0,0,0
2020,County DA,Humboldt,3,2,0,0,0,0,0,0,0,0
2020,County DA,Imperial,0,0,0,0,0,0,0,0,0,0
2020,County DA,Inyo,1,1,0,1,0,1,0,0,0,1
2020,County DA,Kern,10,0,5,0,0,0,0,0,0,0
2020,County DA,Kings,0,0,0,0,0,0,0,0,0,0
2020,County DA,Lake,5,4,0,4,1,3,0,0,0,3
2020,County DA,Lassen,0,0,0,0,0,0,0,0,0,0
2020,County DA,Los Angeles,56,56,0,31,2,29,9,8,1,20
2020,County DA,Madera,0,0,0,0,0,0,0,0,0,0
2020,County DA,Marin,5,1,1,0,0,0,0,0,0,0
2020,County DA,Mariposa,1,1,0,0,0,0,0,0,0,0
2020,County DA,Mendocino,5,3,0,1,1,0,0,0,0,0
2020,County DA,Merced,0,0,0,0,0,0,0,0,0,0
2020,County DA,Modoc,0,0,0,0,0,0,0,0,0,0
2020,County DA,Mono,0,0,0,0,0,0,0,0,0,0
2020,County DA,Monterey,4,3,0,1,0,1,1,1,0,0
2020,County DA,Napa,0,0,0,0,0,0,0,0,0,0
2020,County DA,Nevada,0,0,0,0,0,0,0,0,0,0
2020,County DA,Orange,30,8,11,4,0,4,4,4,0,0
2020,County DA,Placer,5,4,0,1,0,1,1,1,0,0
2020,County DA,Plumas,0,0,0,0,0,0,0,0,0,0
2020,County DA,Riverside,22,14,5,3,0,3,3,3,0,0
2020,County DA,Sacramento,16,2,0,0,0,0,0,0,0,0
2020,County DA,San Benito,0,0,0,0,0,0,0,0,0,0
2020,County DA,San Bernardino,2,2,0,4,0,4,2,2,0,2
2020,County DA,San Diego,52,21,15,7,0,7,4,4,0,3
2020,County DA,San Francisco,31,9,8,13,6,7,7,6,1,0
2020,County DA,San Joaquin,3,1,2,0,0,0,0,0,0,0
2020,County DA,San Luis Obispo,10,6,3,1,0,1,1,1,0,0
2020,County DA,San Mateo,3,0,0,0,0,0,0,0,0,0
2020,County DA,Santa Barbara,6,2,2,1,0,1,1,1,0,0
2020,County DA,Santa Clara,17,14,3,2,0,2,1,1,0,1
2020,County DA,Santa Cruz,9,6,4,2,0,2,1,1,0,1
